AALA__ref	AALA__ref
EDXZ__ref	EDXZ__ref
EFCZ__ref	EFCZ__ref
EGOS__ref	EGOS__ref
EHNF__ref	EHNF__ref
EILE__ref	EILE__ref
EJCM__ref	EJCM__ref
EMAL__ref	EMAL__ref
EMBR__ref	EMBR__ref
EMJJ__ref	EMJJ__ref
EQDA__ref	EQDA__ref
ERIA__ref	ERIA__ref
ERWT__ref	ERWT__ref
EVOD__ref	EVOD__ref
EYKJ__ref	EYKJ__ref
EYRD__ref	EYRD__ref
EZGR__ref	EZGR__ref
EZZT__ref	EZZT__ref
Eucgr-v1.1__ref	Eucgr-v1.1__ref
FAG_Betula_pendula_RNA	FAG_Betula_pendula_RNA
FAG_Betula_pendula_RNA__00	FAG_Betula_pendula_RNA
FAG_Betula_pendula_RNA__01	FAG_Betula_pendula_RNA
FAG_Carya_glabra_RNA	FAG_Carya_glabra_RNA
FAG_Carya_glabra_RNA__00	FAG_Carya_glabra_RNA
FAG_Carya_glabra_RNA__01	FAG_Carya_glabra_RNA
FAG_Castanea_crenata_RNA	FAG_Castanea_crenata_RNA
FAG_Castanea_crenata_RNA__00	FAG_Castanea_crenata_RNA
FAG_Castanea_crenata_RNA__01	FAG_Castanea_crenata_RNA
FAG_Castanea_crenata_RNA__02	FAG_Castanea_crenata_RNA
FAG_Castanea_crenata_RNA__03	FAG_Castanea_crenata_RNA
FAG_Castanea_pumila_RNA	FAG_Castanea_pumila_RNA
FAG_Castanea_pumila_RNA__00	FAG_Castanea_pumila_RNA
FAG_Castanea_pumila_RNA__01	FAG_Castanea_pumila_RNA
FAG_Castanea_pumila_RNA__02	FAG_Castanea_pumila_RNA
FAG_Casuarina_equisetifolia_RNA	FAG_Casuarina_equisetifolia_RNA
FAG_Casuarina_equisetifolia_RNA__00	FAG_Casuarina_equisetifolia_RNA
FAG_Casuarina_equisetifolia_RNA__01	FAG_Casuarina_equisetifolia_RNA
FAG_Casuarina_equisetifolia_RNA__02	FAG_Casuarina_equisetifolia_RNA
FAG_Casuarina_equisetifolia_RNA__03	FAG_Casuarina_equisetifolia_RNA
FAG_Casuarina_equisetifolia_RNA__04	FAG_Casuarina_equisetifolia_RNA
FAG_Fagus_sylvatica_RNA	FAG_Fagus_sylvatica_RNA
FAG_Fagus_sylvatica_RNA__00	FAG_Fagus_sylvatica_RNA
FAG_Fagus_sylvatica_RNA__01	FAG_Fagus_sylvatica_RNA
FAG_Fagus_sylvatica_RNA__02	FAG_Fagus_sylvatica_RNA
FAG_Fagus_sylvatica_RNA__03	FAG_Fagus_sylvatica_RNA
FAG_Juglans_nigra_RNA	FAG_Juglans_nigra_RNA
FAG_Juglans_nigra_RNA__00	FAG_Juglans_nigra_RNA
FAG_Juglans_nigra_RNA__01	FAG_Juglans_nigra_RNA
FAG_Juglans_nigra_RNA__02	FAG_Juglans_nigra_RNA
FAG_Lophozonia_obliqua_RNA	FAG_Lophozonia_obliqua_RNA
FAG_Lophozonia_obliqua_RNA__00	FAG_Lophozonia_obliqua_RNA
FAG_Lophozonia_obliqua_RNA__01	FAG_Lophozonia_obliqua_RNA
FAG_Lophozonia_obliqua_RNA__02	FAG_Lophozonia_obliqua_RNA
FAG_Morella_cerifera_RNA	FAG_Morella_cerifera_RNA
FAG_Morella_cerifera_RNA__00	FAG_Morella_cerifera_RNA
FAG_Morella_cerifera_RNA__01	FAG_Morella_cerifera_RNA
FAG_Quercus_shumardii_RNA	FAG_Quercus_shumardii_RNA
FAG_Quercus_shumardii_RNA__00	FAG_Quercus_shumardii_RNA
FAG_Quercus_shumardii_RNA__01	FAG_Quercus_shumardii_RNA
FAG_Quercus_shumardii_RNA__02	FAG_Quercus_shumardii_RNA
FAKD__ref	FAKD__ref
FCCA__ref	FCCA__ref
FCEL__ref	FCEL__ref
FDMM__ref	FDMM__ref
FGDU__ref	FGDU__ref
FGRF__ref	FGRF__ref
FNEN__ref	FNEN__ref
FROP__ref	FROP__ref
FUPX__ref	FUPX__ref
FVXD__ref	FVXD__ref
FWBF__ref	FWBF__ref
FWCQ__ref	FWCQ__ref
FXGI__ref	FXGI__ref
FYSJ__ref	FYSJ__ref
FYTP__ref	FYTP__ref
FZJL__ref	FZJL__ref
GBVZ__ref	GBVZ__ref
GCFE__ref	GCFE__ref
GCYL__ref	GCYL__ref
GEHT__ref	GEHT__ref
GHLP__ref	GHLP__ref
GIPR__ref	GIPR__ref
GJNX__ref	GJNX__ref
GJPF__ref	GJPF__ref
GLVK__ref	GLVK__ref
GNPX__ref	GNPX__ref
GNRI__ref	GNRI__ref
GRFT__ref	GRFT__ref
GSZA__ref	GSZA__ref
GTSV__ref	GTSV__ref
GVCB__ref	GVCB__ref
HABV__ref	HABV__ref
HAEU__ref	HAEU__ref
HANM__ref	HANM__ref
HATH__ref	HATH__ref
HBHB__ref	HBHB__ref
HBUQ__ref	HBUQ__ref
HDSY__ref	HDSY__ref
HDWF__ref	HDWF__ref
HENI__ref	HENI__ref
HGSM__ref	HGSM__ref
HKMQ__ref	HKMQ__ref
HLJG__ref	HLJG__ref
HNCF__ref	HNCF__ref
HOKG__ref	HOKG__ref
HQRJ__ref	HQRJ__ref
HRUR__ref	HRUR__ref
HUSX__ref	HUSX__ref
HWUP__ref	HWUP__ref
HXCD__ref	HXCD__ref
HXJE__ref	HXJE__ref
HYZL__ref	HYZL__ref
HZTS__ref	HZTS__ref
IADP__ref	IADP__ref
IANR__ref	IANR__ref
ICNN__ref	ICNN__ref
IDAU__ref	IDAU__ref
IDGE__ref	IDGE__ref
IEPQ__ref	IEPQ__ref
IHCQ__ref	IHCQ__ref
IHPC__ref	IHPC__ref
IMZV__ref	IMZV__ref
INQX__ref	INQX__ref
INSP__ref	INSP__ref
IPWB__ref	IPWB__ref
IRAF__ref	IRAF__ref
IUSR__ref	IUSR__ref
IWIS__ref	IWIS__ref
IWMW__ref	IWMW__ref
IXEM__ref	IXEM__ref
IXVJ__ref	IXVJ__ref
IYDF__ref	IYDF__ref
IZNU__ref	IZNU__ref
JAFJ__ref	JAFJ__ref
JCLQ__ref	JCLQ__ref
JDTY__ref	JDTY__ref
JEPE__ref	JEPE__ref
JETM__ref	JETM__ref
JGAB__ref	JGAB__ref
JGYZ__ref	JGYZ__ref
JHUL__ref	JHUL__ref
JLOV__ref	JLOV__ref
JNKW__ref	JNKW__ref
JNUB__ref	JNUB__ref
JNVS__ref	JNVS__ref
JOIS__ref	JOIS__ref
JPDJ__ref	JPDJ__ref
JSAG__ref	JSAG__ref
JSZD__ref	JSZD__ref
JTQQ__ref	JTQQ__ref
JWEY__ref	JWEY__ref
JYMN__ref	JYMN__ref
KAYP__ref	KAYP__ref
KBRW__ref	KBRW__ref
KCPT__ref	KCPT__ref
KDCH__ref	KDCH__ref
KEGA__ref	KEGA__ref
KGJF__ref	KGJF__ref
KKDQ__ref	KKDQ__ref
KPTE__ref	KPTE__ref
KRJP__ref	KRJP__ref
KTAR__ref	KTAR__ref
KVAY__ref	KVAY__ref
KVFU__ref	KVFU__ref
KXSK__ref	KXSK__ref
KYAD__ref	KYAD__ref
KYNE__ref	KYNE__ref
LAPO__ref	LAPO__ref
LDEL__ref	LDEL__ref
LDME__ref	LDME__ref
LELS__ref	LELS__ref
LEMW__ref	LEMW__ref
LFOG__ref	LFOG__ref
LJQF__ref	LJQF__ref
LKKX__ref	LKKX__ref
LLQV__ref	LLQV__ref
LNER__ref	LNER__ref
LPGY__ref	LPGY__ref
LQJY__ref	LQJY__ref
LSJW__ref	LSJW__ref
LSKK__ref	LSKK__ref
LTZF__ref	LTZF__ref
LVUS__ref	LVUS__ref
LWCK__ref	LWCK__ref
LWDA__ref	LWDA__ref
LYPZ__ref	LYPZ__ref
MAQO__ref	MAQO__ref
MDJK__ref	MDJK__ref
MFIN__ref	MFIN__ref
MGVU__ref	MGVU__ref
MKZR__ref	MKZR__ref
MQIV__ref	MQIV__ref
MRKX__ref	MRKX__ref
MUMD__ref	MUMD__ref
MUNP__ref	MUNP__ref
MVSE__ref	MVSE__ref
MWYQ__ref	MWYQ__ref
MYMP__ref	MYMP__ref
MYVH__ref	MYVH__ref
MZOB__ref	MZOB__ref
Manes-v4.1__ref	Manes-v4.1__ref
Mimgu-v2.0__ref	Mimgu-v2.0__ref
NAUM__ref	NAUM__ref
NCVK__ref	NCVK__ref
NEBM__ref	NEBM__ref
NGRR__ref	NGRR__ref
NHAG__ref	NHAG__ref
NHUA__ref	NHUA__ref
NIGS__ref	NIGS__ref
NJLF__ref	NJLF__ref
NMDZ__ref	NMDZ__ref
NMGG__ref	NMGG__ref
NNGU__ref	NNGU__ref
NNOK__ref	NNOK__ref
NSPR__ref	NSPR__ref
NTEO__ref	NTEO__ref
NUZN__ref	NUZN__ref
NVSO__ref	NVSO__ref
NXOH__ref	NXOH__ref
NXTS__ref	NXTS__ref
OCTM__ref	OCTM__ref
ODDO__ref	ODDO__ref
OEKO__ref	OEKO__ref
OHKC__ref	OHKC__ref
OMDH__ref	OMDH__ref
OMYK__ref	OMYK__ref
ONBE__ref	ONBE__ref
ONLQ__ref	ONLQ__ref
OODC__ref	OODC__ref
OOSO__ref	OOSO__ref
OOVX__ref	OOVX__ref
OPDF__ref	OPDF__ref
OQBM__ref	OQBM__ref
OQHZ__ref	OQHZ__ref
OSHQ__ref	OSHQ__ref
OSIP__ref	OSIP__ref
OUER__ref	OUER__ref
OWAS__ref	OWAS__ref
OXYP__ref	OXYP__ref
Orysa__ref	Orysa__ref
PAZJ__ref	PAZJ__ref
PCNH__ref	PCNH__ref
PDQH__ref	PDQH__ref
PEZP__ref	PEZP__ref
PJSX__ref	PJSX__ref
PLBZ__ref	PLBZ__ref
PMTB__ref	PMTB__ref
POZS__ref	POZS__ref
PPPZ__ref	PPPZ__ref
PPQR__ref	PPQR__ref
PRFO__ref	PRFO__ref
PSHB__ref	PSHB__ref
PSJT__ref	PSJT__ref
PTLU__ref	PTLU__ref
PUCW__ref	PUCW__ref
PUDI__ref	PUDI__ref
PWSG__ref	PWSG__ref
PXYR__ref	PXYR__ref
Phavu-v1.0__ref	Phavu-v1.0__ref
Poptr-v3.0__ref	Poptr-v3.0__ref
Prupe-v1.0__ref	Prupe-v1.0__ref
QACK__ref	QACK__ref
QAUE__ref	QAUE__ref
QCOU__ref	QCOU__ref
QDVW__ref	QDVW__ref
QEHE__ref	QEHE__ref
QICX__ref	QICX__ref
QIKZ__ref	QIKZ__ref
QKMG__ref	QKMG__ref
QNPH__ref	QNPH__ref
QOXT__ref	QOXT__ref
QSKP__ref	QSKP__ref
QSLH__ref	QSLH__ref
QTJY__ref	QTJY__ref
QURC__ref	QURC__ref
QUTB__ref	QUTB__ref
QXWF__ref	QXWF__ref
QZXQ__ref	QZXQ__ref
QZZU__ref	QZZU__ref
RBYC__ref	RBYC__ref
RCUX__ref	RCUX__ref
RDYY__ref	RDYY__ref
RFSD__ref	RFSD__ref
RJIM__ref	RJIM__ref
RKLL__ref	RKLL__ref
RMWJ__ref	RMWJ__ref
ROEI__ref	ROEI__ref
ROLB__ref	ROLB__ref
ROS_Amelanchier_canadensis_RNA	ROS_Amelanchier_canadensis_RNA
ROS_Amelanchier_canadensis_RNA__00	ROS_Amelanchier_canadensis_RNA
ROS_Amelanchier_canadensis_RNA__01	ROS_Amelanchier_canadensis_RNA
ROS_Amelanchier_canadensis_RNA__02	ROS_Amelanchier_canadensis_RNA
ROS_Amelanchier_canadensis_RNA__03	ROS_Amelanchier_canadensis_RNA
ROS_Aruncus_dioicus_RNA	ROS_Aruncus_dioicus_RNA
ROS_Aruncus_dioicus_RNA__00	ROS_Aruncus_dioicus_RNA
ROS_Aruncus_dioicus_RNA__01	ROS_Aruncus_dioicus_RNA
ROS_Cannabis_sativa_core_RNA	ROS_Cannabis_sativa_core_RNA
ROS_Cannabis_sativa_core_RNA__00	ROS_Cannabis_sativa_core_RNA
ROS_Cannabis_sativa_core_RNA__01	ROS_Cannabis_sativa_core_RNA
ROS_Cannabis_sativa_core_RNA__02	ROS_Cannabis_sativa_core_RNA
ROS_Cannabis_sativa_core_RNA__03	ROS_Cannabis_sativa_core_RNA
ROS_Cannabis_sativa_stem_RNA	ROS_Cannabis_sativa_stem_RNA
ROS_Cannabis_sativa_stem_RNA__00	ROS_Cannabis_sativa_stem_RNA
ROS_Cannabis_sativa_stem_RNA__01	ROS_Cannabis_sativa_stem_RNA
ROS_Cannabis_sativa_stem_RNA__02	ROS_Cannabis_sativa_stem_RNA
ROS_Cannabis_sativa_stem_RNA__03	ROS_Cannabis_sativa_stem_RNA
ROS_Cannabis_sativa_stem_peel_RNA	ROS_Cannabis_sativa_stem_peel_RNA
ROS_Cannabis_sativa_stem_peel_RNA__00	ROS_Cannabis_sativa_stem_peel_RNA
ROS_Cannabis_sativa_stem_peel_RNA__01	ROS_Cannabis_sativa_stem_peel_RNA
ROS_Cannabis_sativa_stem_peel_RNA__02	ROS_Cannabis_sativa_stem_peel_RNA
ROS_Cannabis_sativa_stem_peel_RNA__03	ROS_Cannabis_sativa_stem_peel_RNA
ROS_Cannabis_sativa_xylem_RNA	ROS_Cannabis_sativa_xylem_RNA
ROS_Cannabis_sativa_xylem_RNA__00	ROS_Cannabis_sativa_xylem_RNA
ROS_Cannabis_sativa_xylem_RNA__01	ROS_Cannabis_sativa_xylem_RNA
ROS_Cannabis_sativa_xylem_RNA__02	ROS_Cannabis_sativa_xylem_RNA
ROS_Cannabis_sativa_xylem_RNA__03	ROS_Cannabis_sativa_xylem_RNA
ROS_Cannabis_sativa_xylem_RNA__04	ROS_Cannabis_sativa_xylem_RNA
ROS_Celtis_occidentalis_RNA	ROS_Celtis_occidentalis_RNA
ROS_Celtis_occidentalis_RNA__00	ROS_Celtis_occidentalis_RNA
ROS_Celtis_occidentalis_RNA__01	ROS_Celtis_occidentalis_RNA
ROS_Celtis_occidentalis_RNA__02	ROS_Celtis_occidentalis_RNA
ROS_Cercocarpus_ledifolius_RNA	ROS_Cercocarpus_ledifolius_RNA
ROS_Cercocarpus_ledifolius_RNA__00	ROS_Cercocarpus_ledifolius_RNA
ROS_Cercocarpus_ledifolius_RNA__01	ROS_Cercocarpus_ledifolius_RNA
ROS_Cercocarpus_ledifolius_RNA__02	ROS_Cercocarpus_ledifolius_RNA
ROS_Cotoneaster_transcaucasicus_RNA	ROS_Cotoneaster_transcaucasicus_RNA
ROS_Cotoneaster_transcaucasicus_RNA__00	ROS_Cotoneaster_transcaucasicus_RNA
ROS_Cotoneaster_transcaucasicus_RNA__01	ROS_Cotoneaster_transcaucasicus_RNA
ROS_Cotoneaster_transcaucasicus_RNA__02	ROS_Cotoneaster_transcaucasicus_RNA
ROS_Cotoneaster_transcaucasicus_RNA__03	ROS_Cotoneaster_transcaucasicus_RNA
ROS_Cotoneaster_transcaucasicus_RNA__04	ROS_Cotoneaster_transcaucasicus_RNA
ROS_Dryas_octopetala_RNA	ROS_Dryas_octopetala_RNA
ROS_Dryas_octopetala_RNA__00	ROS_Dryas_octopetala_RNA
ROS_Dryas_octopetala_RNA__01	ROS_Dryas_octopetala_RNA
ROS_Dryas_octopetala_RNA__02	ROS_Dryas_octopetala_RNA
ROS_Elaeagnus_pungens_RNA	ROS_Elaeagnus_pungens_RNA
ROS_Elaeagnus_pungens_RNA__00	ROS_Elaeagnus_pungens_RNA
ROS_Elaeagnus_pungens_RNA__01	ROS_Elaeagnus_pungens_RNA
ROS_Elaeagnus_pungens_RNA__02	ROS_Elaeagnus_pungens_RNA
ROS_Elaeagnus_pungens_RNA__03	ROS_Elaeagnus_pungens_RNA
ROS_Ficus_religiosa_RNA	ROS_Ficus_religiosa_RNA
ROS_Ficus_religiosa_RNA__00	ROS_Ficus_religiosa_RNA
ROS_Ficus_religiosa_RNA__01	ROS_Ficus_religiosa_RNA
ROS_Ficus_religiosa_RNA__02	ROS_Ficus_religiosa_RNA
ROS_Frangula_caroliniana_RNA	ROS_Frangula_caroliniana_RNA
ROS_Frangula_caroliniana_RNA__00	ROS_Frangula_caroliniana_RNA
ROS_Frangula_caroliniana_RNA__01	ROS_Frangula_caroliniana_RNA
ROS_Frangula_caroliniana_RNA__02	ROS_Frangula_caroliniana_RNA
ROS_Frangula_caroliniana_RNA__03	ROS_Frangula_caroliniana_RNA
ROS_Geum_quellyon_RNA	ROS_Geum_quellyon_RNA
ROS_Geum_quellyon_RNA__00	ROS_Geum_quellyon_RNA
ROS_Geum_quellyon_RNA__01	ROS_Geum_quellyon_RNA
ROS_Geum_quellyon_RNA__02	ROS_Geum_quellyon_RNA
ROS_Geum_quellyon_RNA__03	ROS_Geum_quellyon_RNA
ROS_Geum_quellyon_RNA__04	ROS_Geum_quellyon_RNA
ROS_Geum_quellyon_RNA__05	ROS_Geum_quellyon_RNA
ROS_Humulus_lupulus_RNA	ROS_Humulus_lupulus_RNA
ROS_Humulus_lupulus_RNA__00	ROS_Humulus_lupulus_RNA
ROS_Humulus_lupulus_RNA__01	ROS_Humulus_lupulus_RNA
ROS_Humulus_lupulus_RNA__02	ROS_Humulus_lupulus_RNA
ROS_Kerria_japonica_RNA	ROS_Kerria_japonica_RNA
ROS_Kerria_japonica_RNA__00	ROS_Kerria_japonica_RNA
ROS_Kerria_japonica_RNA__01	ROS_Kerria_japonica_RNA
ROS_Malus_baccata_RNA	ROS_Malus_baccata_RNA
ROS_Malus_baccata_RNA__00	ROS_Malus_baccata_RNA
ROS_Malus_baccata_RNA__01	ROS_Malus_baccata_RNA
ROS_Malus_baccata_RNA__02	ROS_Malus_baccata_RNA
ROS_Morus_nigra_RNA	ROS_Morus_nigra_RNA
ROS_Morus_nigra_RNA__00	ROS_Morus_nigra_RNA
ROS_Morus_nigra_RNA__01	ROS_Morus_nigra_RNA
ROS_Morus_nigra_RNA__02	ROS_Morus_nigra_RNA
ROS_Physocarpus_opulifolius_RNA	ROS_Physocarpus_opulifolius_RNA
ROS_Physocarpus_opulifolius_RNA__00	ROS_Physocarpus_opulifolius_RNA
ROS_Physocarpus_opulifolius_RNA__01	ROS_Physocarpus_opulifolius_RNA
ROS_Prunus_prostrata_RNA	ROS_Prunus_prostrata_RNA
ROS_Prunus_prostrata_RNA__00	ROS_Prunus_prostrata_RNA
ROS_Prunus_prostrata_RNA__01	ROS_Prunus_prostrata_RNA
ROS_Prunus_prostrata_RNA__02	ROS_Prunus_prostrata_RNA
ROS_Rhamnus_japonica_RNA	ROS_Rhamnus_japonica_RNA
ROS_Rhamnus_japonica_RNA__00	ROS_Rhamnus_japonica_RNA
ROS_Rhamnus_japonica_RNA__01	ROS_Rhamnus_japonica_RNA
ROS_Rhamnus_japonica_RNA__02	ROS_Rhamnus_japonica_RNA
ROS_Rhamnus_japonica_RNA__03	ROS_Rhamnus_japonica_RNA
ROS_Rosa_palustris_RNA	ROS_Rosa_palustris_RNA
ROS_Rosa_palustris_RNA__00	ROS_Rosa_palustris_RNA
ROS_Rosa_palustris_RNA__01	ROS_Rosa_palustris_RNA
ROS_Rosa_palustris_RNA__02	ROS_Rosa_palustris_RNA
ROS_Rosa_palustris_RNA__03	ROS_Rosa_palustris_RNA
ROS_Rosa_palustris_RNA__04	ROS_Rosa_palustris_RNA
ROS_Rosa_palustris_RNA__05	ROS_Rosa_palustris_RNA
ROS_Sanguisorba_minor_RNA	ROS_Sanguisorba_minor_RNA
ROS_Sanguisorba_minor_RNA__00	ROS_Sanguisorba_minor_RNA
ROS_Sanguisorba_minor_RNA__01	ROS_Sanguisorba_minor_RNA
ROS_Sanguisorba_minor_RNA__02	ROS_Sanguisorba_minor_RNA
ROS_Sanguisorba_minor_RNA__03	ROS_Sanguisorba_minor_RNA
ROS_Sorbus_koehneana_RNA	ROS_Sorbus_koehneana_RNA
ROS_Sorbus_koehneana_RNA__00	ROS_Sorbus_koehneana_RNA
ROS_Sorbus_koehneana_RNA__01	ROS_Sorbus_koehneana_RNA
ROS_Sorbus_koehneana_RNA__02	ROS_Sorbus_koehneana_RNA
ROS_Ulmus_alata_RNA	ROS_Ulmus_alata_RNA
ROS_Ulmus_alata_RNA__00	ROS_Ulmus_alata_RNA
ROS_Ulmus_alata_RNA__01	ROS_Ulmus_alata_RNA
ROS_Ulmus_alata_RNA__02	ROS_Ulmus_alata_RNA
ROS_Urtica_dioica_RNA	ROS_Urtica_dioica_RNA
ROS_Urtica_dioica_RNA__00	ROS_Urtica_dioica_RNA
ROS_Urtica_dioica_RNA__01	ROS_Urtica_dioica_RNA
ROS_Urtica_dioica_RNA__02	ROS_Urtica_dioica_RNA
ROS_Ziziphus_jujuba_RNA	ROS_Ziziphus_jujuba_RNA
ROS_Ziziphus_jujuba_RNA__00	ROS_Ziziphus_jujuba_RNA
ROS_Ziziphus_jujuba_RNA__01	ROS_Ziziphus_jujuba_RNA
ROS_Ziziphus_jujuba_RNA__02	ROS_Ziziphus_jujuba_RNA
RQNK__ref	RQNK__ref
RQZP__ref	RQZP__ref
RSPO__ref	RSPO__ref
RTNA__ref	RTNA__ref
RUUB__ref	RUUB__ref
RVGH__ref	RVGH__ref
RXEN__ref	RXEN__ref
RZTJ__ref	RZTJ__ref
SART__ref	SART__ref
SBZH__ref	SBZH__ref
SCAO__ref	SCAO__ref
SERM__ref	SERM__ref
SIIK__ref	SIIK__ref
SJAN__ref	SJAN__ref
SLOI__ref	SLOI__ref
SLYR__ref	SLYR__ref
SMMC__ref	SMMC__ref
SNNC__ref	SNNC__ref
SOHV__ref	SOHV__ref
SQCF__ref	SQCF__ref
SSDU__ref	SSDU__ref
SUAK__ref	SUAK__ref
SUVN__ref	SUVN__ref
SVVG__ref	SVVG__ref
SWGX__ref	SWGX__ref
SWOH__ref	SWOH__ref
SWPE__ref	SWPE__ref
SXCE__ref	SXCE__ref
SXML__ref	SXML__ref
Solly-iTAGv2.3__ref	Solly-iTAGv2.3__ref
Sorbi-v2.1__ref	Sorbi-v2.1__ref
TAGM__ref	TAGM__ref
TCYS__ref	TCYS__ref
TDTF__ref	TDTF__ref
TET_Octomeles_sp	TET_Octomeles_sp
TET_Octomeles_sp__00	TET_Octomeles_sp
TET_Octomeles_sp__01	TET_Octomeles_sp
TET_Octomeles_sp__02	TET_Octomeles_sp
TET_Tetrameles_nudiflora	TET_Tetrameles_nudiflora
TET_Tetrameles_nudiflora__00	TET_Tetrameles_nudiflora
TET_Tetrameles_nudiflora__01	TET_Tetrameles_nudiflora
TET_Tetrameles_nudiflora__02	TET_Tetrameles_nudiflora
TEZA__ref	TEZA__ref
THDM__ref	THDM__ref
THHD__ref	THHD__ref
TIUZ__ref	TIUZ__ref
TJLC__ref	TJLC__ref
TKEK__ref	TKEK__ref
TLCA__ref	TLCA__ref
TOKV__ref	TOKV__ref
TORX__ref	TORX__ref
TPEM__ref	TPEM__ref
TQKZ__ref	TQKZ__ref
TRRQ__ref	TRRQ__ref
TVSH__ref	TVSH__ref
TXMP__ref	TXMP__ref
TZNS__ref	TZNS__ref
TZWR__ref	TZWR__ref
Theca-v1.1__ref	Theca-v1.1__ref
UAXP__ref	UAXP__ref
UDHA__ref	UDHA__ref
UDUT__ref	UDUT__ref
UFHF__ref	UFHF__ref
UGJI__ref	UGJI__ref
UHBY__ref	UHBY__ref
UHJR__ref	UHJR__ref
UJGI__ref	UJGI__ref
UMUL__ref	UMUL__ref
UOEL__ref	UOEL__ref
UOYN__ref	UOYN__ref
UPOG__ref	UPOG__ref
UPZX__ref	UPZX__ref
UQCB__ref	UQCB__ref
UTQR__ref	UTQR__ref
UVDC__ref	UVDC__ref
UVQL__ref	UVQL__ref
UYED__ref	UYED__ref
UZWG__ref	UZWG__ref
UZXL__ref	UZXL__ref
VCIN__ref	VCIN__ref
VDKG__ref	VDKG__ref
VFFP__ref	VFFP__ref
VGHH__ref	VGHH__ref
VJPU__ref	VJPU__ref
VLNB__ref	VLNB__ref
VMNH__ref	VMNH__ref
VNMY__ref	VNMY__ref
VQFW__ref	VQFW__ref
VQYB__ref	VQYB__ref
VTLJ__ref	VTLJ__ref
VTUS__ref	VTUS__ref
VUSY__ref	VUSY__ref
VVPY__ref	VVPY__ref
VVVV__ref	VVVV__ref
VXKB__ref	VXKB__ref
VYDM__ref	VYDM__ref
VYGG__ref	VYGG__ref
VZCI__ref	VZCI__ref
Vitvi-Genoscope.12X__ref	Vitvi-Genoscope.12X__ref
WAIL__ref	WAIL__ref
WAXR__ref	WAXR__ref
WBIB__ref	WBIB__ref
WBOD__ref	WBOD__ref
WCOR__ref	WCOR__ref
WEAC__ref	WEAC__ref
WFBF__ref	WFBF__ref
WGET__ref	WGET__ref
WIGA__ref	WIGA__ref
WKCY__ref	WKCY__ref
WMLW__ref	WMLW__ref
WMUK__ref	WMUK__ref
WOBD__ref	WOBD__ref
WOHL__ref	WOHL__ref
WPHN__ref	WPHN__ref
WQUF__ref	WQUF__ref
WRPP__ref	WRPP__ref
WVEF__ref	WVEF__ref
WVMY__ref	WVMY__ref
WWKL__ref	WWKL__ref
WWQZ__ref	WWQZ__ref
WXNT__ref	WXNT__ref
WXVX__ref	WXVX__ref
WYIG__ref	WYIG__ref
WZFE__ref	WZFE__ref
XAYK__ref	XAYK__ref
XBKS__ref	XBKS__ref
XFFT__ref	XFFT__ref
XFJG__ref	XFJG__ref
XGFU__ref	XGFU__ref
XHHU__ref	XHHU__ref
XHKT__ref	XHKT__ref
XISJ__ref	XISJ__ref
XMVD__ref	XMVD__ref
XNLP__ref	XNLP__ref
XPAF__ref	XPAF__ref
XPBC__ref	XPBC__ref
XQRV__ref	XQRV__ref
XQWC__ref	XQWC__ref
XRCX__ref	XRCX__ref
XRLM__ref	XRLM__ref
XSZI__ref	XSZI__ref
XUAB__ref	XUAB__ref
XVJB__ref	XVJB__ref
XVRU__ref	XVRU__ref
XZME__ref	XZME__ref
YBML__ref	YBML__ref
YFQX__ref	YFQX__ref
YGCX__ref	YGCX__ref
YHLF__ref	YHLF__ref
YKFU__ref	YKFU__ref
YKQR__ref	YKQR__ref
YLWW__ref	YLWW__ref
YPIC__ref	YPIC__ref
YQIJ__ref	YQIJ__ref
YRBQ__ref	YRBQ__ref
YSRZ__ref	YSRZ__ref
YUOM__ref	YUOM__ref
YXNR__ref	YXNR__ref
YZRI__ref	YZRI__ref
YZVJ__ref	YZVJ__ref
ZBPY__ref	ZBPY__ref
ZBTA__ref	ZBTA__ref
ZBVT__ref	ZBVT__ref
ZCUA__ref	ZCUA__ref
ZENX__ref	ZENX__ref
ZETY__ref	ZETY__ref
ZGQD__ref	ZGQD__ref
ZHEE__ref	ZHEE__ref
ZHMB__ref	ZHMB__ref
ZINQ__ref	ZINQ__ref
ZJRC__ref	ZJRC__ref
ZJUL__ref	ZJUL__ref
ZKPF__ref	ZKPF__ref
ZMGN__ref	ZMGN__ref
ZPKK__ref	ZPKK__ref
ZRIN__ref	ZRIN__ref
ZSSR__ref	ZSSR__ref
ZTLR__ref	ZTLR__ref
ZUHO__ref	ZUHO__ref
